Calories,Total Fat (g),Total Sugars (g),Carbohydrates (Carbs) (g),Protein (g),Cluster
764,3.5,0.3,49.0,0.1,0
740,35.3,31.0,76.7,34.7,2
508,28.9,46.3,8.0,3.8,2
549,29.1,20.0,52.5,26.5,2
177,15.6,5.3,78.6,36.7,0
319,8.7,47.8,84.7,30.1,0
775,14.0,28.5,7.1,37.7,2
789,1.1,5.1,40.7,47.4,0
753,15.6,21.0,93.6,21.1,0
432,33.5,35.5,36.1,7.6,1
204,33.9,42.2,52.2,41.0,2
228,36.2,27.0,22.2,8.7,1
770,28.4,2.4,75.6,8.4,1
691,16.3,24.3,67.6,17.4,0
67,38.8,4.5,56.7,34.3,1
754,15.2,1.2,45.6,23.5,0
51,23.0,29.8,68.8,14.7,1
265,34.0,13.5,60.2,17.3,1
647,21.6,48.2,39.1,4.1,2
263,31.6,3.4,28.2,13.6,1
399,24.1,30.7,30.2,42.8,2
291,6.3,19.4,20.9,32.1,2
685,29.1,5.8,11.2,10.4,1
183,22.1,13.4,99.8,43.0,0
474,27.7,39.9,84.3,6.8,1
163,28.3,23.0,31.8,1.6,1
683,11.6,30.0,24.1,8.0,2
202,32.7,13.2,10.4,6.6,1
135,26.8,28.4,68.7,12.5,1
559,4.5,33.5,8.0,23.8,2
717,22.4,48.5,97.7,10.9,0
168,17.5,15.0,56.8,38.6,1
177,34.4,13.3,88.9,49.9,1
108,28.1,5.4,30.4,41.8,1
201,15.6,16.6,6.3,23.4,1
78,28.5,44.3,91.8,41.7,0
132,29.3,8.5,62.0,24.4,1
66,34.2,44.2,66.5,31.8,1
582,22.7,42.3,16.4,38.4,2
747,11.7,1.4,69.9,15.8,0
514,13.7,2.1,5.2,48.5,2
258,14.3,43.7,67.8,45.2,2
712,22.4,3.8,53.6,27.2,0
533,21.8,27.2,23.8,25.6,2
238,17.1,20.3,2.9,14.1,1
188,23.0,31.7,41.5,1.4,1
578,39.7,19.6,85.7,36.9,2
129,25.3,34.8,34.8,7.5,1
103,29.2,48.1,55.7,35.6,2
393,39.5,44.9,27.2,40.9,2
553,32.6,34.6,96.6,35.9,0
406,13.5,17.7,63.5,38.7,0
737,2.8,22.5,87.8,20.5,0
75,39.2,8.8,49.3,41.7,1
526,23.7,3.9,44.2,4.5,1
196,38.7,30.9,45.7,24.1,1
563,2.5,41.1,3.1,39.0,2
174,10.8,35.2,28.7,6.8,1
309,1.8,45.7,98.2,13.5,0
235,1.6,5.5,0.3,34.5,1
138,15.9,9.3,77.6,23.7,1
327,27.2,16.5,58.1,29.7,1
346,30.3,42.3,39.4,27.5,2
768,18.6,26.5,90.4,4.9,0
499,12.8,5.2,95.5,22.0,0
641,37.1,17.5,92.7,30.9,0
113,2.9,41.0,17.5,0.3,1
328,30.5,28.6,77.5,11.5,1
355,7.1,23.1,1.4,4.6,1
720,26.4,4.7,7.4,16.6,1
642,5.6,11.2,13.0,26.0,0
688,35.1,17.8,84.3,4.9,1
518,1.5,22.7,83.1,30.5,0
560,22.6,16.7,93.8,26.6,0
324,23.4,20.2,22.9,45.7,2
376,26.2,23.8,1.0,14.3,1
368,15.9,10.4,77.2,43.6,0
349,19.5,4.8,62.5,30.3,1
169,20.3,27.7,36.2,27.8,1
267,16.2,10.5,13.2,34.6,1
625,29.1,4.3,50.0,42.1,2
708,9.0,37.4,7.8,11.6,2
740,2.7,3.3,80.3,15.6,0
466,19.6,23.2,78.0,39.8,0
286,10.1,31.2,40.5,47.2,2
323,32.0,33.9,69.8,21.1,1
394,5.2,22.4,45.9,14.5,0
559,39.4,12.1,16.2,32.6,2
225,23.7,28.2,7.7,6.2,1
742,37.4,31.6,37.7,42.2,2
94,39.2,37.5,28.4,17.0,1
447,38.8,5.1,0.3,38.8,2
528,22.6,46.7,78.3,2.6,0
199,13.2,46.3,51.0,7.3,1
189,14.1,34.6,74.9,25.3,0
148,24.2,7.7,66.3,23.3,1
274,16.0,36.4,28.9,16.6,1
362,19.3,47.3,66.2,27.2,2
797,13.7,37.4,39.6,10.2,2
776,39.6,2.2,61.2,22.4,1
707,23.6,22.4,56.0,16.2,0
774,4.8,45.9,4.2,1.0,2
96,12.4,22.5,15.0,36.3,2
307,23.2,25.1,63.0,13.2,1
431,13.3,18.8,60.2,46.5,0
237,24.5,18.5,28.6,9.9,1
243,25.7,42.7,72.6,15.0,1
792,3.9,48.8,35.2,9.4,2
575,6.7,5.7,4.2,36.7,2
723,9.6,36.1,40.9,42.6,2
315,21.6,26.7,8.0,10.1,1
625,23.3,18.6,65.6,39.3,0
344,15.9,39.9,38.4,5.3,1
217,22.7,29.9,69.8,16.2,1
317,26.3,6.0,63.0,7.9,1
356,5.3,20.2,48.8,12.5,0
714,16.0,2.5,50.5,41.0,0
466,29.9,30.4,41.5,14.5,1
249,15.1,1.0,75.5,1.3,1
487,1.8,41.3,33.6,19.2,0
770,35.1,17.7,88.9,20.2,0
135,19.5,10.5,59.4,33.3,1
664,14.4,16.4,7.2,50.0,2
706,15.1,11.2,80.2,43.1,0
221,37.4,3.8,2.8,5.8,1
53,5.3,30.2,16.9,43.4,2
570,27.8,15.5,86.1,43.4,0
525,14.3,29.5,15.8,9.1,2
627,11.0,16.7,98.9,3.1,0
566,33.4,39.8,24.5,25.7,2
494,32.8,8.3,77.4,48.0,0
302,3.2,28.8,17.3,24.0,2
701,33.0,41.3,0.8,9.4,2
403,14.3,5.5,25.0,31.4,1
549,1.5,26.5,80.1,7.1,0
331,0.6,22.0,57.4,32.8,0
498,3.8,18.5,80.5,43.9,0
396,6.3,44.8,61.7,25.3,0
67,17.2,27.3,19.5,23.3,1
290,0.2,31.4,97.0,37.6,0
666,20.0,43.2,47.1,49.3,2
527,25.5,30.2,2.0,36.1,2
421,30.4,16.1,68.6,5.7,1
179,21.4,13.6,56.7,35.4,1
586,20.5,25.1,52.9,31.0,2
692,34.2,24.8,8.5,15.4,2
123,34.3,11.5,7.1,34.2,1
136,26.2,39.5,39.2,19.0,1
187,0.7,12.5,83.4,36.6,0
57,19.3,2.5,60.7,30.3,1
396,32.4,12.0,66.7,29.1,1
609,35.4,37.8,79.3,38.9,2
381,2.9,48.8,70.5,21.5,0
207,21.7,46.3,50.7,29.5,2
617,37.9,2.7,93.7,43.6,0
704,30.7,10.4,78.5,40.2,0
154,8.7,32.4,81.4,0.0,0
367,38.3,41.6,15.0,37.7,2
383,3.4,28.3,4.5,27.5,2
662,20.0,26.3,97.3,17.1,0
331,26.8,36.7,81.9,14.0,1
281,7.8,22.7,82.7,41.7,0
194,19.0,41.7,15.7,13.2,1
629,31.9,25.4,36.7,15.9,2
291,20.6,26.2,79.9,6.8,1
271,20.8,48.6,10.4,17.6,2
599,18.5,3.4,42.8,34.2,0
91,3.1,44.3,98.7,17.3,0
294,36.6,10.8,80.6,37.2,1
577,35.0,3.8,65.5,17.7,1
82,6.1,46.1,23.2,34.6,2
213,2.4,48.8,45.8,1.9,0
375,11.4,16.3,23.4,12.7,1
761,1.7,41.4,49.0,44.2,0
672,31.9,6.2,67.5,34.0,0
298,16.0,14.7,93.8,19.8,0
269,32.2,24.9,67.2,4.8,1
622,35.3,24.9,43.8,45.6,2
265,25.8,47.5,45.9,12.9,1
319,18.8,2.3,39.9,11.5,1
684,32.3,21.5,60.1,24.6,2
264,16.4,39.3,32.4,3.3,1
336,20.5,8.5,39.2,25.1,1
784,4.6,26.2,65.8,23.9,0
654,26.7,24.7,79.5,6.9,0
724,29.9,22.0,14.6,47.5,2
100,14.6,36.0,91.0,34.6,0
724,39.9,13.5,53.2,17.7,1
67,3.2,44.3,67.9,48.1,0
690,16.1,16.2,23.6,5.5,1
231,29.3,18.2,75.6,18.3,1
579,28.9,5.4,26.2,12.0,1
100,6.7,25.9,6.7,6.1,1
531,13.2,39.1,10.6,29.7,2
396,37.8,33.2,71.8,0.3,1
327,31.4,30.2,51.0,49.6,2
342,30.4,26.2,11.5,4.7,1
315,25.8,12.9,94.9,31.0,0
710,5.6,4.5,19.8,10.6,0
597,14.5,10.6,98.6,8.2,0
384,17.6,10.8,94.5,5.0,0
762,5.5,48.4,35.1,22.5,2
546,3.1,12.9,53.0,41.6,0
368,19.1,23.2,44.3,17.3,1
308,0.9,18.1,23.1,36.3,0
276,5.0,47.8,88.0,1.3,0
180,18.6,10.3,71.2,16.9,1
744,14.2,33.1,91.7,34.4,0
789,29.7,37.0,12.5,22.4,2
348,39.4,31.7,75.1,45.5,2
108,17.1,22.4,14.6,33.7,1
205,6.3,28.5,49.9,25.6,0
633,19.9,44.4,39.6,45.9,2
326,6.9,25.1,15.4,6.0,1
376,22.2,15.2,96.2,27.7,0
716,31.7,9.1,10.5,28.9,2
575,33.4,16.8,75.6,48.5,2
327,37.6,19.0,82.0,8.1,1
338,7.6,48.5,53.8,38.6,2
497,24.2,13.1,56.7,29.1,1
528,37.6,8.4,83.6,31.1,1
513,26.0,42.9,71.0,47.0,2
83,17.3,28.6,23.8,26.4,1
465,15.3,49.8,85.5,28.7,0
376,20.9,0.2,6.2,45.7,2
530,12.4,30.1,88.0,17.0,0
369,12.5,1.6,28.1,41.7,0
431,12.3,42.2,7.2,41.9,2
255,37.5,17.8,36.9,23.9,1
205,4.6,42.6,8.1,46.9,2
350,17.8,1.9,11.4,39.6,1
540,2.6,5.1,3.6,29.7,0
506,4.4,3.3,22.2,22.7,0
708,36.9,49.0,29.4,23.1,2
583,23.2,8.4,42.7,2.6,1
683,24.5,8.0,95.9,41.5,0
702,7.9,50.0,31.5,48.6,2
78,30.4,25.8,68.8,30.1,1
163,19.2,47.0,35.3,21.3,2
240,35.4,38.9,7.6,4.0,1
153,17.2,23.8,39.1,18.3,1
170,22.2,48.3,34.5,32.9,2
640,5.6,13.4,31.2,44.1,0
348,24.6,48.8,90.3,47.0,2
379,19.0,11.8,59.6,27.1,1
442,28.1,40.7,66.3,22.5,2
694,32.0,36.0,93.9,46.3,2
521,18.7,45.3,57.4,49.4,2
386,16.8,4.3,0.7,30.1,1
574,38.1,6.3,71.6,26.0,1
285,16.6,21.6,51.0,14.5,1
772,25.8,49.3,77.8,15.7,2
265,0.2,46.5,89.0,25.0,0
569,15.5,36.5,53.3,3.1,0
587,0.7,9.7,2.9,38.8,2
312,2.2,33.5,18.7,14.2,0
207,0.1,49.1,70.4,44.7,0
698,12.1,42.5,48.4,32.2,2
416,33.1,8.4,25.1,49.0,2
324,10.3,35.0,48.9,20.7,0
601,0.9,0.6,74.5,36.0,0
747,22.0,7.0,49.2,11.2,1
132,33.7,12.9,7.4,10.1,1
422,34.3,6.6,12.4,44.6,2
620,0.4,20.3,32.9,49.5,0
761,24.0,43.3,56.2,50.0,2
349,23.7,45.0,67.2,16.4,2
475,30.0,48.3,67.0,16.4,2
465,9.2,39.2,92.6,48.8,0
486,22.2,13.3,41.5,12.7,1
520,27.5,21.7,24.8,7.0,1
304,20.8,13.3,75.0,46.6,0
541,0.2,41.8,66.2,0.3,0
436,11.8,39.5,35.6,4.2,1
96,5.8,44.1,18.4,40.3,2
54,28.7,32.7,41.3,43.0,2
118,28.4,43.3,56.8,16.1,1
780,35.6,13.1,20.3,22.9,2
181,25.3,7.2,76.4,36.9,1
417,39.2,37.7,58.0,36.1,2
600,21.0,25.6,69.7,28.1,0
127,16.6,35.5,27.9,1.4,1
564,18.9,32.3,10.6,26.3,2
148,13.8,3.2,7.3,0.0,1
246,1.8,12.6,15.2,43.6,0
493,16.3,42.6,70.3,22.6,0
126,6.1,9.3,97.8,40.8,0
157,26.8,31.2,9.2,30.4,2
634,19.0,19.4,53.4,19.1,0
358,18.4,12.5,47.7,41.6,0
377,2.5,30.2,60.6,42.3,0
66,11.6,18.5,45.8,38.0,1
791,28.1,9.3,0.2,42.1,2
76,2.9,23.9,76.2,42.5,0
750,25.1,36.8,65.2,10.7,2
424,9.6,3.5,88.6,37.2,0
708,27.0,11.2,7.3,14.5,1
431,26.9,46.3,65.0,49.2,2
330,29.4,31.0,80.2,5.3,1
159,17.0,2.1,76.6,38.7,0
774,4.2,6.1,52.1,30.7,0
82,3.4,41.5,15.6,40.4,2
344,26.9,10.5,47.1,47.2,2
430,24.8,26.5,62.3,28.4,2
697,29.2,37.8,18.4,27.8,2
689,16.4,19.1,60.3,49.3,0
515,10.1,28.4,68.2,4.8,0
267,39.9,36.3,68.9,23.7,1
718,21.6,20.3,5.7,28.9,2
703,4.9,13.7,71.9,8.9,0
508,38.6,39.8,21.5,18.4,2
699,34.7,32.8,80.3,15.4,2
456,4.6,3.8,50.5,12.9,0
590,34.8,48.3,50.2,16.7,2
504,4.9,8.2,1.3,9.1,1
520,14.7,36.0,89.2,10.8,0
288,13.9,2.5,0.0,18.2,1
104,12.2,3.0,55.0,35.8,1
716,4.1,12.0,36.1,26.4,0
388,8.5,38.9,97.8,7.9,0
322,35.5,11.8,36.7,13.5,1
590,24.4,34.3,56.8,23.2,2
691,1.3,13.2,64.6,8.2,0
263,27.5,6.5,84.5,34.5,1
600,7.8,48.4,78.4,6.0,0
634,36.8,45.9,67.7,10.1,2
729,20.2,47.8,22.2,14.5,2
321,9.4,24.7,43.4,4.9,1
491,12.6,40.7,7.5,23.7,2
689,9.5,44.8,99.8,14.6,0
82,18.3,36.3,85.2,42.5,0
539,2.9,5.1,88.9,1.7,0
777,32.7,8.1,47.4,33.2,2
360,35.4,26.7,50.1,42.7,2
435,25.9,18.5,35.2,28.6,2
183,20.8,25.6,33.0,13.3,1
730,7.2,36.4,26.1,44.5,2
494,22.5,14.1,49.1,21.6,1
154,8.5,38.6,27.1,36.1,2
355,11.1,34.7,49.4,47.1,2
495,0.3,21.7,12.5,13.0,0
173,18.5,42.8,33.8,44.0,2
457,0.1,43.5,29.1,38.4,2
361,37.6,28.7,60.2,23.3,1
218,7.8,0.2,71.9,22.9,0
613,0.7,37.4,94.4,12.4,0
261,12.6,3.1,49.3,17.0,1
312,10.1,38.5,12.8,32.1,2
390,3.5,16.9,88.1,48.2,0
140,5.1,13.7,93.2,2.0,0
572,26.1,34.2,21.2,12.9,2
184,4.8,40.9,32.5,49.2,2
771,27.4,40.4,53.4,13.5,2
69,25.7,8.6,81.3,31.3,1
114,17.9,22.1,17.9,30.5,1
69,32.5,45.4,43.2,43.8,2
405,23.2,15.6,65.6,2.9,1
498,0.1,24.1,79.5,35.8,0
311,33.9,39.7,54.0,43.5,2
674,21.2,7.3,96.1,28.8,0
77,27.5,49.7,3.7,13.3,2
275,5.2,32.6,59.2,13.6,0
724,13.1,15.0,70.8,43.8,0
257,24.6,45.5,14.7,44.9,2
90,8.6,2.4,90.2,8.3,1
247,4.6,48.6,87.7,11.7,0
71,37.2,11.9,52.7,31.1,1
119,8.9,34.0,57.8,37.9,0
796,29.3,33.9,57.5,37.6,2
366,38.4,41.1,5.5,30.8,2
112,27.1,16.9,48.3,23.0,1
761,32.8,30.0,47.6,8.5,2
468,38.6,34.7,50.4,16.4,1
498,27.4,21.1,32.1,4.1,1
532,31.9,47.1,71.0,38.0,2
748,19.8,45.4,16.5,36.4,2
559,7.1,10.5,5.0,42.7,2
319,34.5,40.4,15.4,5.5,1
355,30.2,8.2,36.7,10.1,1
647,39.6,29.5,58.3,50.0,2
197,28.6,41.0,93.6,9.3,1
312,16.3,34.4,79.0,13.6,0
477,22.6,43.0,38.3,38.8,2
222,12.6,14.6,73.0,4.0,1
765,29.2,5.0,80.0,37.7,0
267,23.9,37.4,71.2,5.0,1
658,28.0,37.2,47.8,18.7,2
670,30.5,30.1,13.3,17.9,2
364,24.0,35.8,38.4,36.0,2
484,9.6,33.9,60.8,30.5,0
709,34.7,3.3,0.3,42.1,2
62,35.8,29.1,68.1,25.8,1
340,39.5,6.8,74.1,25.6,1
197,11.3,40.2,85.3,12.0,0
328,33.8,26.5,66.9,46.7,2
123,9.8,46.9,19.8,34.0,2
210,8.3,0.9,75.0,42.8,0
90,5.4,4.4,43.9,39.9,0
490,19.1,7.0,56.2,27.1,0
709,9.2,46.4,57.6,38.3,2
62,7.6,38.6,54.9,10.6,1
317,29.1,22.1,18.3,6.1,1
479,11.3,16.0,98.2,4.1,0
527,25.6,47.5,4.6,27.0,2
525,6.8,17.5,34.1,28.0,0
440,34.5,39.4,3.3,21.7,2
406,29.5,23.2,2.4,18.6,1
710,38.9,4.2,26.8,24.8,1
308,17.8,35.6,79.6,13.0,0
505,24.8,6.7,71.4,41.5,0
285,19.8,24.6,11.3,20.4,1
71,32.8,49.2,96.5,34.6,2
755,30.3,46.3,82.3,31.9,2
214,27.6,20.5,98.9,5.0,1
521,35.1,38.6,30.9,11.2,2
221,12.0,1.1,27.5,36.7,1
629,2.6,47.2,48.5,3.0,0
513,14.0,30.3,10.0,21.9,2
123,24.3,42.9,46.2,33.7,2
728,1.8,50.0,87.7,7.1,0
120,25.4,2.2,50.0,47.7,1
264,2.3,8.1,83.0,30.0,0
655,38.9,13.6,15.5,40.0,2
597,15.9,45.6,66.4,25.3,0
161,24.2,1.4,76.4,45.9,1
491,29.5,46.7,78.7,44.6,2
516,26.0,41.3,92.0,25.1,0
483,15.7,20.1,65.6,1.7,1
280,21.1,5.7,79.6,45.3,0
692,28.1,37.1,28.6,45.0,2
140,38.2,46.1,95.7,38.7,2
684,19.3,14.8,65.0,24.2,0
455,37.4,5.2,8.9,30.5,1
60,14.9,1.8,52.6,8.7,1
376,7.5,48.2,1.0,23.1,2
50,35.5,23.2,10.3,28.1,1
529,27.9,26.8,19.5,0.9,1
213,14.4,20.8,64.4,27.4,0
780,17.4,3.1,7.1,46.2,2
701,29.6,33.7,32.6,48.3,2
162,32.6,8.3,59.8,49.3,1
633,10.8,21.0,57.7,19.0,0
681,10.8,23.7,22.0,4.7,1
229,33.8,37.8,69.7,47.2,2
476,19.2,31.3,99.7,23.1,0
209,33.3,35.0,28.9,32.0,2
784,36.2,27.4,2.9,32.3,2
289,16.4,6.9,34.0,39.4,1
473,10.2,27.6,5.8,36.5,2
383,9.2,47.2,38.5,3.9,2
681,0.7,38.1,9.3,32.1,2
431,39.8,37.1,5.5,37.7,2
187,27.5,38.6,61.6,41.1,2
479,37.6,32.3,53.9,33.5,2
589,16.2,7.9,38.4,35.0,0
103,13.2,34.0,21.2,4.4,1
337,14.2,5.9,48.1,30.6,0
659,14.7,36.0,70.1,26.6,0
80,4.1,32.6,35.8,19.3,1
171,18.6,5.9,81.0,46.7,0
173,27.7,22.4,22.0,24.9,1
361,32.4,19.2,28.9,6.9,1
333,22.2,15.9,10.5,18.7,1
200,30.6,24.1,3.0,31.2,2
292,34.4,43.4,89.6,31.6,2
439,9.0,26.3,89.8,29.5,0
362,2.3,12.9,70.1,32.3,0
82,30.4,4.7,8.7,31.3,1
505,35.7,6.4,25.9,19.5,1
668,4.0,15.9,15.7,41.4,2
466,31.2,27.9,60.8,16.9,1
183,28.0,4.0,4.7,32.6,1
463,26.6,37.7,91.1,29.1,0
428,15.2,13.9,90.4,5.1,0
580,29.5,39.3,2.0,37.3,2
722,29.2,43.5,6.9,34.8,2
671,20.6,48.0,1.8,9.1,2
635,12.9,5.6,35.9,40.4,0
169,5.0,44.6,81.3,10.3,0
285,4.5,11.5,5.1,45.8,2
60,5.8,22.2,92.0,18.3,0
644,39.5,19.6,88.9,15.2,1
439,30.4,4.6,53.2,24.3,1
727,7.5,31.1,12.7,25.1,2
160,16.5,33.8,71.3,45.4,0
510,36.6,2.9,59.4,13.7,1
79,11.0,5.7,4.2,42.5,1
682,12.2,36.8,32.7,35.9,2
137,14.9,11.2,69.7,8.6,1
648,2.9,13.7,84.0,26.1,0
188,12.1,48.3,52.1,14.9,0
654,11.1,24.9,9.7,12.3,2
337,21.2,39.0,81.3,21.5,0
741,18.8,27.5,43.5,43.6,2
263,21.8,1.1,91.0,32.4,0
534,22.3,43.0,34.2,25.0,2
443,17.7,27.0,0.2,12.7,2
548,13.7,30.6,75.9,24.3,0
484,4.7,38.7,39.7,49.8,2
273,17.3,49.7,75.9,35.0,0
236,37.7,39.7,68.2,9.0,1
386,25.0,25.0,61.1,49.1,2
142,23.5,19.4,7.4,24.0,1
279,6.3,7.5,99.8,34.6,0
705,4.9,17.2,56.3,42.2,0
544,35.4,18.8,35.5,24.6,2
658,25.1,1.5,21.1,25.8,1
358,1.3,18.0,85.2,10.7,0
150,32.5,39.1,15.4,43.6,2
344,0.2,45.9,22.2,33.5,2
747,12.6,33.2,74.6,41.5,0
140,16.7,17.7,45.9,5.1,1
480,18.1,49.0,99.9,6.8,0
262,36.9,24.7,37.9,6.6,1
545,24.9,33.4,15.1,46.7,2
133,36.2,14.6,30.5,3.3,1
245,31.0,19.9,74.1,3.8,1
302,7.4,34.7,54.6,8.0,0
417,34.1,25.9,76.1,17.6,1
299,11.8,42.7,43.3,18.0,2
265,30.4,30.1,32.3,12.1,1
576,39.3,14.4,32.9,43.6,2
606,3.3,12.7,74.6,42.1,0
229,32.9,9.5,47.7,3.6,1
137,30.4,20.3,1.8,38.4,2
75,13.0,42.6,34.1,26.0,2
248,35.2,2.8,5.1,15.6,1
543,7.1,10.2,30.9,24.7,0
752,34.0,15.3,60.1,22.9,2
295,16.8,14.9,7.5,45.4,2
713,14.0,47.2,46.3,34.4,2
65,18.0,25.3,50.7,9.8,1
394,29.5,38.5,68.5,8.3,1
755,3.7,21.8,47.9,21.0,0
763,16.2,10.8,20.1,26.3,2
702,38.0,8.5,92.2,42.1,0
529,37.6,35.7,13.0,44.7,2
743,36.3,43.9,35.7,34.7,2
440,10.4,48.4,25.5,40.6,2
741,21.7,16.8,9.6,31.6,2
306,2.6,10.7,16.6,30.7,0
84,23.5,10.2,90.5,34.9,1
744,4.9,45.0,16.4,48.8,2
651,26.0,24.7,60.2,17.3,0
262,37.9,6.7,80.8,34.5,1
754,34.3,6.8,91.2,35.1,0
327,11.2,7.5,60.6,14.8,1
121,31.0,17.9,19.3,43.2,2
210,21.7,21.4,29.0,15.4,1
766,26.5,45.6,99.0,42.5,0
175,5.1,7.3,48.2,29.8,0
243,30.0,21.9,12.4,21.2,1
227,19.5,36.7,55.3,44.0,2
94,33.1,13.7,24.0,23.1,1
85,16.8,20.9,82.8,30.2,0
602,0.2,25.3,5.1,23.6,2
586,28.4,3.2,19.6,46.0,2
446,36.4,16.4,53.6,36.8,2
469,16.4,16.1,81.5,31.4,0
240,10.9,22.1,72.9,27.8,0
318,23.3,2.2,1.2,35.9,1
603,39.2,0.1,86.1,30.6,1
418,7.2,40.1,94.5,4.4,0
519,20.9,45.2,96.1,6.9,0
74,23.5,22.0,51.6,13.1,1
301,19.7,11.6,65.3,14.7,1
561,35.3,16.1,19.0,21.8,1
105,20.1,27.4,18.4,47.1,2
377,5.8,49.3,44.6,6.6,0
342,12.9,17.6,3.5,38.4,2
93,30.7,23.2,36.1,41.7,1
653,3.8,6.2,71.6,8.4,0
119,21.4,8.3,48.8,8.5,1
434,31.0,47.2,15.5,18.5,2
423,34.4,0.2,15.6,19.2,1
314,28.8,37.9,78.8,5.0,1
73,9.2,46.3,17.6,47.4,2
90,34.2,35.2,30.3,33.4,2
754,21.4,41.1,32.4,30.6,2
702,19.5,33.0,61.3,19.7,0
223,16.7,39.4,58.2,11.3,1
599,21.6,0.2,99.6,47.6,0
650,12.2,12.5,80.9,19.3,0
481,13.0,32.4,13.0,27.1,2
328,8.5,18.3,67.4,35.6,0
743,39.6,30.0,33.0,4.4,2
450,39.0,13.1,51.7,21.9,1
599,36.3,44.6,51.1,11.5,2
737,24.0,47.9,56.6,47.7,2
549,30.0,34.3,14.7,4.3,1
352,16.7,22.6,93.1,35.6,0
517,20.4,5.3,21.6,5.1,1
468,36.7,45.5,27.0,3.0,2
247,23.2,39.2,18.4,47.3,2
534,0.8,4.3,44.3,6.3,0
717,1.7,18.0,11.7,45.0,2
583,37.1,21.2,78.6,46.7,2
128,2.1,22.9,96.2,45.0,0
341,21.6,16.8,0.4,26.7,1
295,10.6,4.1,95.5,10.3,0
594,27.5,14.3,87.1,21.4,0
419,11.6,22.9,52.7,37.0,0
555,16.8,5.9,37.0,9.3,1
131,12.9,7.8,97.3,25.5,0
439,21.7,34.6,87.3,9.2,0
588,7.5,4.3,46.6,15.0,0
219,11.1,49.2,79.8,20.0,0
335,8.4,8.3,45.0,35.7,0
746,10.4,18.7,35.3,41.4,2
711,15.9,42.6,76.6,32.5,0
733,16.7,18.7,83.6,25.9,0
276,14.1,34.5,95.3,12.6,0
315,12.1,0.6,73.7,25.5,0
620,28.7,17.8,78.0,1.6,1
724,29.7,34.1,28.9,43.7,2
522,31.0,16.4,63.8,11.2,1
222,16.1,5.3,86.5,46.9,0
82,2.1,38.4,8.4,12.1,1
280,2.1,47.9,12.9,30.9,2
724,6.5,47.2,15.0,0.7,2
707,34.2,38.4,20.8,7.8,2
348,37.1,19.4,69.2,22.8,1
74,11.8,16.6,27.3,26.2,1
516,11.5,3.5,22.8,25.0,1
219,26.6,21.8,86.4,7.6,1
196,38.0,1.6,68.5,15.7,1
238,15.0,16.1,13.9,41.0,2
111,1.3,19.0,72.1,15.7,0
671,9.0,31.6,41.9,14.3,0
526,0.6,4.2,40.6,30.9,0
74,21.6,1.7,57.3,17.7,1
668,3.6,18.7,55.8,48.3,0
83,33.4,37.6,16.2,3.2,1
442,33.5,8.1,93.8,1.0,1
284,37.5,10.1,85.7,32.3,1
567,27.2,45.9,25.4,36.5,2
487,22.7,16.2,22.8,13.3,1
127,32.5,13.6,14.0,10.3,1
290,17.2,37.2,32.9,37.6,2
335,22.3,12.1,47.7,10.1,1
303,13.0,14.8,52.1,14.9,1
69,8.2,31.8,72.0,36.7,0
605,22.7,31.1,76.5,39.5,0
117,38.3,36.9,56.0,36.8,2
434,0.3,1.3,85.4,29.5,0
731,24.1,24.3,70.2,19.5,0
50,13.1,34.1,76.5,31.5,0
459,11.8,36.5,84.3,2.5,0
449,13.9,30.6,12.7,15.7,2
796,0.2,44.2,49.7,39.7,0
795,14.6,0.6,34.7,42.8,0
352,18.0,39.2,98.4,5.7,0
55,9.8,5.5,82.9,49.3,0
796,24.4,35.3,89.2,11.7,0
404,29.7,38.3,83.1,2.4,1
260,31.5,41.9,33.7,4.5,1
314,1.5,9.6,39.0,16.1,0
134,3.5,8.3,45.1,11.0,1
165,19.6,11.6,88.3,42.2,0
575,25.7,49.8,39.3,45.1,2
799,1.4,7.7,14.6,46.5,0
553,20.7,1.4,99.3,18.6,0
623,5.5,43.0,69.4,45.2,0
159,15.8,15.9,32.4,49.1,2
376,34.4,41.8,83.9,48.5,2
645,5.9,30.7,71.6,0.2,0
96,7.4,30.1,64.4,26.4,0
632,39.0,46.5,85.6,41.7,2
216,13.6,45.9,91.5,42.8,0
737,7.9,34.0,64.4,47.9,0
427,32.4,32.2,48.6,0.3,1
590,22.0,18.2,49.6,10.2,1
222,5.5,16.6,18.1,33.1,1
358,17.6,10.8,66.2,39.1,0
601,10.2,40.7,25.3,0.6,2
322,38.8,21.0,79.2,39.2,1
468,4.2,32.4,49.5,26.7,0
287,35.1,20.3,5.3,7.4,1
480,10.5,48.3,86.0,46.4,0
520,29.2,46.6,74.4,41.3,2
777,12.7,30.6,10.9,12.9,2
53,4.2,13.8,89.9,19.6,0
279,29.9,48.5,32.7,28.8,2
64,7.6,32.9,25.4,49.5,2
65,12.6,38.4,61.1,16.0,1
733,32.8,31.3,32.3,26.5,2
462,6.0,26.4,73.7,8.6,0
234,36.6,12.9,65.7,29.1,1
447,0.6,29.5,11.1,46.7,2
398,21.2,44.7,58.9,13.0,2
602,8.0,33.1,26.7,49.7,2
548,25.2,34.2,84.9,17.5,0
545,36.2,19.6,9.0,10.9,1
265,25.1,12.4,37.9,28.3,1
254,14.0,6.3,78.6,2.2,1
68,35.1,28.1,91.2,15.7,1
208,28.1,2.0,13.8,42.2,1
